"team","season","week","carries","rush_yards","rush_td","rush_fumble","qb_scramble","rush_20plus","rush_40plus","rush_longest","rush_stacked_box","yard_per_car","passing_yards","pass_td","ints","yac","sacks","completions","pass_20plus","pass_40plus","pass_longest","pass_against_blitz","pass_attempts","completion_pct","yds_per_att"
"LV",2023,9,25,123,0,0,5,1,0,26,1,4.9,200,1,2,120,8,19,2,0,34,7,29,0.655,6.9
"MIA",2023,1,40,233,3,0,4,1,1,55,5,5.8,229,1,0,122,3,23,3,0,36,11,33,0.697,6.9
"MIA",2023,11,16,36,0,0,0,0,0,9,0,2.2,271,1,3,101,2,24,4,1,46,5,41,0.585,6.6
"MIA",2023,12,10,29,0,1,0,0,0,11,0,2.9,179,1,2,112,7,27,0,0,13,6,38,0.711,4.7
"MIA",2023,13,28,138,2,0,3,1,0,29,2,4.9,127,0,1,43,3,12,3,0,33,6,23,0.522,5.5
"MIA",2023,14,29,83,2,1,2,0,0,11,4,2.9,327,1,1,126,1,23,7,1,45,4,38,0.605,8.6
"MIA",2023,15,12,23,0,0,0,0,0,6,1,1.9,136,0,2,62,6,18,1,0,21,12,37,0.486,3.7
"MIA",2023,16,25,97,0,1,2,1,0,22,0,3.9,253,2,0,112,4,20,4,2,49,0,32,0.625,7.9
"MIA",2023,17,32,160,2,1,3,1,1,41,0,5,340,6,0,157,1,19,6,1,75,0,22,0.864,15.5
"MIA",2023,18,36,128,0,0,4,0,0,15,8,3.6,359,2,2,136,3,30,5,1,46,16,38,0.789,9.4
"MIA",2023,2,25,88,1,0,1,0,0,18,1,3.5,231,1,1,93,4,31,0,0,14,13,42,0.738,5.5
"MIA",2023,3,20,69,0,0,0,0,0,16,0,3.5,306,1,1,123,1,23,5,1,46,10,38,0.605,8.1
"MIA",2023,4,29,104,2,0,2,1,0,29,3,3.6,320,4,0,163,2,21,4,2,55,6,25,0.84,12.8
"MIA",2023,5,29,85,0,1,4,0,0,11,0,2.9,205,0,0,104,7,23,2,0,21,8,32,0.719,6.4
"MIA",2023,6,25,108,1,0,0,0,0,19,2,4.3,224,1,0,94,4,24,3,0,27,8,39,0.615,5.7
"MIA",2023,7,34,99,2,0,2,1,0,22,11,2.9,279,2,1,123,3,23,5,1,42,12,31,0.742,9
"MIA",2023,8,19,77,0,0,0,0,0,17,1,4.1,161,2,1,83,3,19,2,0,24,3,29,0.655,5.6
"MIA",2023,9,24,93,0,0,2,0,0,16,3,3.9,185,2,0,116,2,20,3,0,25,9,30,0.667,6.2
"MIN",2023,1,33,73,0,0,3,0,0,6,13,2.2,173,2,0,83,1,21,1,0,28,19,34,0.618,5.1
"MIN",2023,10,15,65,0,0,1,0,0,10,3,4.3,232,2,2,92,3,26,3,0,26,11,43,0.605,5.4
"MIN",2023,11,15,46,0,0,0,0,0,15,2,3.1,259,1,0,177,2,27,1,0,33,9,35,0.771,7.4
"MIN",2023,12,28,118,0,2,4,0,0,14,9,4.2,217,0,0,163,3,27,4,0,36,21,37,0.73,5.9
"MIN",2023,14,17,56,0,0,0,0,0,12,5,3.3,171,0,1,115,4,21,2,0,38,16,32,0.656,5.3
"MIN",2023,15,22,80,1,1,0,0,0,10,7,3.6,324,2,1,160,5,29,4,1,44,22,42,0.69,7.7
"MIN",2023,16,36,143,3,1,0,0,0,18,0,4,257,1,0,160,1,30,1,0,25,0,40,0.75,6.4
"MIN",2023,17,39,177,1,0,0,1,0,25,20,4.5,293,3,0,124,0,25,4,0,37,22,34,0.735,8.6
"MIN",2023,18,23,70,2,0,0,0,0,8,0,3,320,2,0,172,1,23,5,2,70,0,32,0.719,10
"MIN",2023,2,48,259,3,0,4,1,1,43,10,5.4,193,1,1,70,4,18,2,2,63,13,23,0.783,8.4
"MIN",2023,3,15,30,0,0,1,0,0,12,7,2,454,4,0,223,1,41,9,1,49,41,48,0.854,9.5
"MIN",2023,4,31,83,0,0,2,0,0,7,12,2.7,204,0,0,141,5,25,1,0,22,13,32,0.781,6.4
"MIN",2023,5,21,67,1,0,0,0,0,11,3,3.2,281,2,0,148,2,31,3,0,33,19,41,0.756,6.9
"MIN",2023,6,36,162,1,1,3,0,0,17,7,4.5,141,0,2,66,5,16,2,0,39,20,24,0.667,5.9
"MIN",2023,7,22,65,1,1,2,0,0,17,10,3,272,1,2,127,1,21,3,0,35,16,30,0.7,9.1
"MIN",2023,8,17,74,0,0,4,0,0,15,4,4.4,229,1,1,121,4,24,2,0,34,19,41,0.585,5.6
"MIN",2023,9,28,110,1,1,3,0,0,14,6,3.9,268,1,1,172,1,21,4,1,60,16,38,0.553,7.1
"NE",2023,1,25,97,0,1,2,0,0,16,4,3.9,170,1,0,64,3,22,1,0,23,9,33,0.667,5.2
"NE",2023,10,26,70,1,0,0,0,0,10,7,2.7,194,0,1,57,0,18,3,0,30,6,28,0.643,6.9
"NE",2023,12,19,58,0,2,2,0,0,19,2,3.1,191,1,0,71,6,17,3,1,41,10,25,0.68,7.6
"NE",2023,13,24,29,0,0,1,0,0,7,4,1.2,212,0,0,104,0,22,3,0,27,10,37,0.595,5.7
"NE",2023,14,28,82,1,0,4,0,0,15,3,2.9,190,1,1,109,2,22,3,0,25,9,36,0.611,5.3
"NE",2023,15,20,43,0,0,0,1,0,20,3,2.1,309,3,2,214,3,28,5,1,48,9,38,0.737,8.1
"NE",2023,16,23,83,1,0,1,0,0,14,2,3.6,238,2,0,150,5,25,2,1,47,12,37,0.676,6.4
"NE",2023,17,37,127,2,1,3,0,0,19,0,3.4,169,0,1,61,1,15,1,1,51,0,30,0.5,5.6
"NE",2023,18,42,185,1,1,0,1,1,50,0,4.4,70,0,0,50,1,8,1,0,30,0,20,0.4,3.5
"NE",2023,2,30,145,2,2,1,1,1,43,6,4.8,249,1,1,129,1,21,3,0,32,9,30,0.7,8.3
"NE",2023,3,22,38,1,1,1,0,0,7,6,1.7,157,0,0,73,3,18,2,0,29,17,36,0.5,4.4
"NE",2023,4,30,124,1,1,0,1,1,46,8,4.1,281,1,0,109,3,30,3,0,29,18,36,0.833,7.8
"NE",2023,5,42,136,1,0,2,0,0,12,8,3.2,183,2,0,99,2,18,3,0,33,11,26,0.692,7
"NE",2023,6,33,84,0,0,1,0,0,18,9,2.5,264,1,1,83,0,20,3,1,48,11,32,0.625,8.2
"NE",2023,7,24,81,1,1,4,1,0,20,3,3.4,265,2,1,123,1,27,2,0,28,18,41,0.659,6.5
"NE",2023,8,26,78,1,1,2,0,0,11,4,3,324,3,1,145,2,30,5,1,42,17,45,0.667,7.2
"NE",2023,9,29,124,1,1,3,1,0,24,7,4.3,325,1,1,164,3,29,5,0,36,14,45,0.644,7.2
"NO",2023,1,22,104,0,0,3,0,0,18,9,4.7,198,0,3,124,3,16,3,1,46,11,34,0.471,5.8
"NO",2023,10,33,125,2,0,6,0,0,13,7,3.8,268,1,0,111,1,23,5,0,29,9,34,0.676,7.9
"NO",2023,12,41,228,1,0,3,0,0,17,7,5.6,168,1,2,60,0,13,3,0,29,10,21,0.619,8
"NO",2023,13,30,142,2,0,0,1,0,36,5,4.7,213,2,0,101,1,16,4,1,48,7,25,0.64,8.5
"NO",2023,14,39,204,0,1,3,2,1,48,2,5.2,137,0,0,52,4,13,1,0,32,14,36,0.361,3.8
"NO",2023,15,16,60,0,0,2,0,0,14,0,3.8,190,0,0,127,7,22,2,0,33,10,38,0.579,5
"NO",2023,16,32,133,1,0,0,0,0,10,5,4.2,328,2,0,128,1,24,5,1,41,13,34,0.706,9.6
"NO",2023,17,15,57,0,1,0,0,0,16,0,3.8,309,2,2,147,2,22,5,2,54,0,33,0.667,9.4
"NO",2023,18,25,78,0,1,1,0,0,8,0,3.1,318,2,2,233,1,25,3,2,71,0,34,0.735,9.4
"NO",2023,2,19,100,0,0,2,1,0,26,0,5.3,153,1,0,79,4,22,1,0,22,7,33,0.667,4.6
"NO",2023,3,26,95,1,0,4,1,0,24,1,3.7,259,1,1,77,1,22,3,0,30,15,44,0.5,5.9
"NO",2023,4,33,114,0,0,5,0,0,11,10,3.5,246,3,1,132,1,25,3,1,42,11,33,0.758,7.5
"NO",2023,5,18,45,0,1,0,0,0,8,3,2.5,132,0,2,53,2,15,2,0,28,5,31,0.484,4.3
"NO",2023,6,31,120,0,0,1,0,0,17,12,3.9,199,2,1,89,2,13,4,0,34,8,27,0.481,7.4
"NO",2023,7,26,113,2,0,5,2,0,26,8,4.3,217,1,0,153,0,21,2,1,44,7,30,0.7,7.2
"NO",2023,8,24,164,1,0,1,2,2,42,2,6.8,213,2,1,77,2,23,1,0,33,14,41,0.561,5.2
"NO",2023,9,32,156,0,0,5,2,0,22,8,4.9,220,2,3,138,2,18,1,0,38,8,30,0.6,7.3
"NYG",2023,1,30,122,3,0,0,1,0,25,9,4.1,143,0,0,71,0,13,1,1,49,8,25,0.52,5.7
"NYG",2023,10,33,168,3,0,2,1,0,21,6,5.1,472,4,2,151,0,33,9,1,41,20,44,0.75,10.7
"NYG",2023,11,28,174,1,1,3,2,0,23,1,6.2,256,1,3,171,4,31,2,0,29,11,45,0.689,5.7
"NYG",2023,12,31,147,1,0,0,0,0,15,8,4.7,143,0,3,149,2,21,0,0,19,22,35,0.6,4.1
"NYG",2023,14,25,123,1,1,1,1,0,20,1,4.9,218,1,1,134,2,25,2,1,43,21,39,0.641,5.6
"NYG",2023,15,28,87,0,0,0,0,0,15,8,3.1,218,3,0,94,1,23,1,0,23,14,29,0.793,7.5
"NYG",2023,16,35,170,2,1,2,1,0,22,9,4.9,301,1,1,179,1,24,3,0,36,26,38,0.632,7.9
"NYG",2023,17,23,105,3,0,0,1,0,28,0,4.6,317,1,2,235,4,24,2,1,80,0,34,0.706,9.3
"NYG",2023,18,24,133,0,0,2,1,0,32,0,5.5,203,1,2,72,5,20,1,0,22,0,36,0.556,5.6
"NYG",2023,2,29,151,2,0,1,3,0,23,5,5.2,228,1,0,86,0,21,3,0,23,13,31,0.677,7.4
"NYG",2023,3,39,141,1,1,0,0,0,18,8,3.6,310,2,0,202,2,25,5,1,40,33,37,0.676,8.4
"NYG",2023,4,23,121,1,0,1,1,0,31,9,5.3,173,1,0,111,2,15,2,1,51,12,26,0.577,6.7
"NYG",2023,5,23,222,2,1,1,3,1,76,2,9.7,308,2,2,235,1,22,4,2,69,3,30,0.733,10.3
"NYG",2023,6,29,128,0,0,2,0,0,14,7,4.4,169,2,1,68,0,19,1,0,28,7,30,0.633,5.6
"NYG",2023,7,19,76,1,0,1,0,0,11,1,4,249,0,1,109,6,22,2,0,31,30,42,0.524,5.9
"NYG",2023,8,22,58,0,1,3,0,0,17,9,2.6,240,1,0,117,4,17,3,1,50,25,36,0.472,6.7
"NYG",2023,9,34,125,3,0,0,0,0,17,9,3.7,209,0,0,122,0,16,2,1,50,9,25,0.64,8.4
"NYJ",2023,1,22,97,0,1,4,0,0,14,0,4.4,236,1,3,132,5,29,1,0,26,11,41,0.707,5.8
"NYJ",2023,10,32,148,0,3,0,1,1,40,5,4.6,153,1,1,83,3,16,1,1,42,5,27,0.593,5.7
"NYJ",2023,11,38,130,0,0,2,0,0,13,5,3.4,275,3,1,190,1,20,3,1,81,6,32,0.625,8.6
"NYJ",2023,12,37,167,2,1,1,1,0,34,6,4.5,243,1,2,124,2,21,3,0,35,5,30,0.7,8.1
"NYJ",2023,13,34,90,0,2,0,0,0,12,6,2.6,121,1,0,24,3,12,1,0,20,7,27,0.444,4.5
"NYJ",2023,14,19,81,1,0,0,0,0,17,5,4.3,95,0,0,48,5,11,2,0,26,8,28,0.393,3.4
"NYJ",2023,15,28,77,2,0,0,0,0,18,12,2.8,228,1,0,164,3,23,2,1,60,4,26,0.885,8.8
"NYJ",2023,16,22,102,3,0,1,0,0,16,0,4.6,156,1,2,101,1,16,2,0,29,0,35,0.457,4.5
"NYJ",2023,17,28,127,1,2,0,0,0,16,11,4.5,309,3,1,184,1,19,7,2,50,3,29,0.655,10.7
"NYJ",2023,18,21,88,0,0,2,0,0,17,0,4.2,88,0,2,52,7,12,1,0,33,0,30,0.4,2.9
"NYJ",2023,2,44,134,0,0,1,1,0,23,11,3,255,2,0,161,1,31,4,0,31,9,38,0.816,6.7
"NYJ",2023,3,40,157,0,0,1,0,0,14,8,3.9,201,1,0,89,0,15,1,1,58,3,29,0.517,6.9
"NYJ",2023,4,35,204,1,1,4,2,1,48,5,5.8,203,1,2,139,1,18,2,0,34,6,30,0.6,6.8
"NYJ",2023,5,22,139,0,2,6,3,0,38,1,6.3,196,2,0,148,4,20,5,0,29,6,31,0.645,6.3
"NYJ",2023,6,22,80,1,0,3,0,0,12,3,3.6,280,1,3,127,2,28,3,1,49,8,45,0.622,6.2
"NYJ",2023,8,52,203,1,0,6,1,0,34,5,3.9,7,0,0,17,4,6,0,0,4,6,14,0.429,0.5
"NYJ",2023,9,21,84,2,0,2,1,0,20,3,4,136,0,0,64,5,16,1,0,23,3,30,0.533,4.5
"PHI",2023,1,22,76,0,0,2,0,0,11,1,3.5,316,3,1,190,2,35,2,0,32,12,54,0.648,5.9
"PHI",2023,11,30,168,0,0,6,1,0,24,5,5.6,177,2,1,72,1,24,0,0,17,12,43,0.558,4.1
"PHI",2023,12,40,173,2,0,5,0,0,19,0,4.3,339,2,1,145,1,29,5,0,31,18,51,0.569,6.6
"PHI",2023,13,28,146,2,0,1,0,0,16,13,5.2,314,4,0,212,2,19,5,2,48,11,27,0.704,11.6
"PHI",2023,14,32,138,1,0,1,1,0,22,3,4.3,271,2,0,142,3,24,5,0,39,7,39,0.615,6.9
"PHI",2023,15,24,100,1,0,0,1,0,23,2,4.2,208,1,0,83,2,22,2,0,34,5,33,0.667,6.3
"PHI",2023,16,26,106,1,0,2,0,0,15,2,4.1,188,1,1,96,1,16,3,1,69,6,32,0.5,5.9
"PHI",2023,17,40,221,1,1,2,2,0,22,0,5.5,232,3,1,115,1,25,2,0,36,0,31,0.806,7.5
"PHI",2023,18,30,109,2,1,5,0,0,14,0,3.6,311,1,1,146,2,25,4,1,46,0,34,0.735,9.1
"PHI",2023,2,9,28,0,1,0,0,0,7,0,3.1,364,4,0,155,2,31,6,1,62,8,44,0.705,8.3
"PHI",2023,3,17,41,0,0,1,0,0,12,2,2.4,146,1,1,56,2,15,2,0,24,4,25,0.6,5.8
"PHI",2023,4,28,107,2,2,5,1,0,20,2,3.8,290,1,0,135,5,29,3,0,35,17,41,0.707,7.1
"PHI",2023,5,14,54,0,0,0,0,0,11,0,3.9,222,2,0,97,4,21,2,0,39,13,37,0.568,6
"PHI",2023,6,21,89,1,0,2,0,0,18,2,4.2,186,0,0,96,5,19,2,0,33,16,33,0.576,5.6
"PHI",2023,7,12,45,0,0,0,1,0,21,1,3.8,216,1,1,52,4,23,2,0,29,6,32,0.719,6.8
"PHI",2023,8,16,84,0,0,2,1,0,29,1,5.2,397,4,1,166,1,39,4,0,26,15,52,0.75,7.6
"PHI",2023,9,21,73,0,1,4,0,0,15,4,3.5,374,3,0,126,5,29,7,1,40,7,44,0.659,8.5
"PIT",2023,1,34,188,1,0,2,1,1,65,21,5.5,220,2,0,54,3,19,3,0,23,10,29,0.655,7.6
"PIT",2023,10,24,116,0,0,2,1,1,40,9,4.8,289,2,2,89,1,21,7,1,46,12,40,0.525,7.2
"PIT",2023,11,29,96,1,0,1,0,0,16,10,3.3,165,0,1,98,1,24,0,0,18,13,43,0.558,3.8
"PIT",2023,12,11,25,0,0,2,0,0,6,6,2.3,227,1,1,128,4,19,4,0,39,5,26,0.731,8.7
"PIT",2023,13,38,150,2,2,2,1,0,29,19,3.9,145,1,0,72,2,13,1,0,21,11,23,0.565,6.3
"PIT",2023,14,25,81,0,0,2,0,0,12,14,3.2,240,3,1,137,2,19,3,0,37,11,28,0.679,8.6
"PIT",2023,15,34,170,0,0,1,1,0,31,15,5,215,3,0,111,3,18,3,1,42,10,28,0.643,7.7
"PIT",2023,16,16,59,0,0,0,0,0,13,2,3.7,335,1,3,194,3,28,4,1,80,3,42,0.667,8
"PIT",2023,17,15,88,1,1,3,1,0,25,0,5.9,290,1,0,131,1,23,5,0,33,0,33,0.697,8.8
"PIT",2023,18,25,106,0,2,6,1,0,29,0,4.2,146,1,0,53,4,15,1,0,27,0,28,0.536,5.2
"PIT",2023,2,35,198,1,1,3,2,1,69,10,5.7,235,1,1,99,6,22,2,0,29,18,40,0.55,5.9
"PIT",2023,3,19,69,0,0,1,0,0,10,6,3.6,324,2,3,87,4,28,2,0,32,11,44,0.636,7.4
"PIT",2023,4,38,139,0,1,2,0,0,13,18,3.7,312,3,0,173,0,17,6,2,52,11,31,0.548,10.1
"PIT",2023,5,25,125,1,0,3,1,0,26,3,5,236,0,1,68,4,22,3,0,30,22,38,0.579,6.2
"PIT",2023,7,31,135,1,0,1,0,0,16,3,4.4,231,1,1,112,2,14,7,0,36,12,29,0.483,8
"PIT",2023,8,30,106,0,1,1,0,0,13,14,3.5,292,1,1,134,3,24,5,1,56,20,32,0.75,9.1
"PIT",2023,9,25,105,1,0,2,0,0,15,7,4.2,262,0,1,113,4,22,7,0,29,15,39,0.564,6.7
"SEA",2023,1,40,92,3,0,1,0,0,12,11,2.3,334,0,0,104,0,24,6,1,44,11,38,0.632,8.8
"SEA",2023,10,14,68,0,1,0,0,0,15,1,4.9,312,3,0,230,3,29,3,2,51,8,44,0.659,7.1
"SEA",2023,11,27,82,1,0,1,0,0,15,2,3,190,1,1,124,1,17,2,0,32,7,31,0.548,6.1
"SEA",2023,12,33,169,3,0,1,1,0,27,12,5.1,209,1,1,100,1,21,5,0,28,8,31,0.677,6.7
"SEA",2023,13,34,136,1,0,1,1,0,24,4,4,299,3,0,130,4,29,1,0,23,11,41,0.707,7.3
"SEA",2023,14,23,173,2,0,1,3,1,72,8,7.5,368,2,1,175,3,19,8,3,54,4,27,0.704,13.6
"SEA",2023,15,38,178,2,0,6,1,0,20,6,4.7,143,0,2,47,0,17,0,0,18,6,31,0.548,4.6
"SEA",2023,16,31,162,1,0,2,1,0,23,0,5.2,164,1,0,87,6,19,0,0,17,0,27,0.704,6.1
"SEA",2023,17,46,202,3,0,1,2,0,23,0,4.4,274,0,0,119,1,18,5,1,42,0,24,0.75,11.4
"SEA",2023,18,38,206,1,0,1,4,0,33,0,5.4,262,1,0,171,1,22,5,0,34,0,30,0.733,8.7
"SEA",2023,2,27,102,1,1,0,0,0,16,3,3.8,323,3,1,111,2,28,6,0,39,6,35,0.8,9.2
"SEA",2023,3,14,44,1,0,1,0,0,15,0,3.1,361,2,0,128,3,34,5,1,47,16,58,0.586,6.2
"SEA",2023,4,29,112,0,0,6,0,0,17,1,3.9,203,0,2,130,11,27,2,0,22,14,34,0.794,6
"SEA",2023,6,15,46,0,0,1,0,0,5,1,3.1,185,2,1,113,3,24,2,0,31,7,35,0.686,5.3
"SEA",2023,7,25,127,1,1,1,1,0,25,5,5.1,150,0,0,60,4,20,1,0,21,8,34,0.588,4.4
"SEA",2023,8,40,155,1,0,2,0,0,12,6,3.9,257,1,2,169,3,16,6,2,41,9,32,0.5,8
"SEA",2023,9,41,298,3,1,4,4,3,60,4,7.3,225,1,0,94,1,26,0,0,17,10,33,0.788,6.8
"SF",2023,1,10,41,0,0,1,1,0,24,0,4.1,232,1,2,110,5,31,2,0,31,11,46,0.674,5
"SF",2023,10,17,59,0,0,2,0,0,16,0,3.5,190,0,2,107,5,18,2,0,39,4,32,0.562,5.9
"SF",2023,11,18,66,1,0,1,0,0,17,1,3.7,246,1,1,125,4,29,2,1,41,12,45,0.644,5.5
"SF",2023,12,21,88,0,0,2,0,0,11,2,4.2,180,0,1,70,6,18,2,0,34,8,27,0.667,6.7
"SF",2023,13,18,46,1,0,5,0,0,7,2,2.6,314,1,0,167,3,28,3,0,38,6,48,0.583,6.5
"SF",2023,14,20,70,0,0,2,2,0,23,1,3.5,269,2,2,167,4,22,7,0,31,8,31,0.71,8.7
"SF",2023,15,30,234,2,2,3,2,2,49,0,7.8,211,1,2,109,3,26,2,0,38,4,39,0.667,5.4
"SF",2023,16,26,102,1,0,2,1,0,30,5,3.9,252,2,0,148,2,23,3,0,39,15,35,0.657,7.2
"SF",2023,17,14,62,0,0,0,0,0,16,0,4.4,169,1,2,103,1,17,3,1,42,0,28,0.607,6
"SF",2023,18,36,109,1,0,4,0,0,12,0,3,163,2,1,65,2,17,1,0,29,0,24,0.708,6.8
"SF",2023,2,22,89,1,0,4,0,0,11,0,4,307,1,2,144,1,34,1,0,20,16,55,0.618,5.6
"SF",2023,3,11,29,1,0,1,0,0,8,3,2.6,137,0,1,59,2,22,0,0,18,14,33,0.667,4.2
"SF",2023,4,25,105,0,1,5,0,0,12,2,4.2,265,2,0,79,1,28,2,1,41,3,41,0.683,6.5
"SF",2023,5,19,57,0,1,0,0,0,10,5,3,161,1,3,82,4,16,4,0,29,9,26,0.615,6.2
"SF",2023,6,34,160,1,0,1,2,0,22,3,4.7,192,0,2,118,2,18,2,1,58,11,34,0.529,5.6
"SF",2023,7,21,74,0,0,0,0,0,19,8,3.5,378,2,1,175,0,35,5,1,60,11,45,0.778,8.4
"SF",2023,8,27,134,1,0,3,2,0,20,3,5,283,3,0,126,3,28,4,0,33,6,32,0.875,8.8
"TB",2023,1,17,41,0,1,1,0,0,9,10,2.4,344,2,1,145,2,33,5,1,42,21,44,0.75,7.8
"TB",2023,10,16,42,0,0,0,0,0,15,6,2.6,199,0,1,126,4,19,2,0,29,24,39,0.487,5.1
"TB",2023,11,30,115,0,0,2,0,0,13,21,3.8,333,3,0,180,4,21,5,2,76,12,25,0.84,13.3
"TB",2023,12,27,155,3,0,2,0,0,17,7,5.7,251,0,1,132,2,24,2,0,30,15,41,0.585,6.1
"TB",2023,13,34,133,2,0,0,0,0,17,9,3.9,178,0,1,46,4,15,3,0,31,20,31,0.484,5.7
"TB",2023,14,26,96,2,1,2,0,0,9,6,3.7,347,1,1,133,3,26,6,1,45,19,40,0.65,8.7
"TB",2023,15,17,60,0,0,0,1,0,20,3,3.5,284,2,0,133,2,29,5,0,36,17,39,0.744,7.3
"TB",2023,16,13,37,0,1,4,0,0,15,0,2.8,305,2,2,109,4,28,3,0,25,0,44,0.636,6.9
"TB",2023,17,35,108,0,0,0,0,0,17,0,3.1,208,2,0,111,1,25,2,0,32,0,34,0.735,6.1
"TB",2023,18,29,131,0,0,2,1,0,20,0,4.5,94,0,0,60,3,11,1,1,42,0,18,0.611,5.2
"TB",2023,2,16,67,1,1,1,1,0,29,7,4.2,211,1,2,111,6,16,5,0,33,10,29,0.552,7.3
"TB",2023,3,40,201,1,0,2,2,0,29,24,5,277,1,2,129,1,23,5,0,34,24,37,0.622,7.5
"TB",2023,4,19,70,0,1,1,0,0,13,4,3.7,140,0,1,121,3,24,1,0,20,11,39,0.615,3.6
"TB",2023,6,22,40,0,1,1,0,0,8,9,1.8,353,2,0,172,3,30,6,1,45,19,44,0.682,8
"TB",2023,7,38,156,1,2,2,0,0,19,20,4.1,250,0,0,95,1,19,3,2,46,9,25,0.76,10
"TB",2023,8,26,115,1,0,3,0,0,18,7,4.4,324,2,1,154,2,31,3,0,30,11,40,0.775,8.1
"TB",2023,9,17,43,0,0,0,0,0,12,4,2.5,470,5,0,205,3,30,8,1,75,13,42,0.714,11.2
"TEN",2023,1,27,69,0,1,1,0,0,11,7,2.6,305,1,1,103,4,23,5,2,45,8,33,0.697,9.2
"TEN",2023,10,29,77,0,1,2,0,0,11,1,2.7,278,2,1,118,3,18,5,2,43,8,29,0.621,9.6
"TEN",2023,11,36,128,2,0,2,0,0,18,8,3.6,262,2,0,83,1,24,5,0,34,7,32,0.75,8.2
"TEN",2023,12,32,96,1,0,3,0,0,15,1,3,194,0,0,84,4,18,3,0,25,4,31,0.581,6.3
"TEN",2023,13,23,55,0,0,2,0,0,5,3,2.4,312,2,0,129,3,26,4,2,55,16,42,0.619,7.4
"TEN",2023,14,31,158,2,0,3,0,0,15,3,5.1,240,0,0,84,5,23,3,0,25,3,33,0.697,7.3
"TEN",2023,15,32,148,0,1,0,0,0,19,4,4.6,229,1,1,103,4,23,3,1,41,12,36,0.639,6.4
"TEN",2023,16,20,58,0,0,1,1,0,24,0,2.9,227,2,0,92,3,25,3,0,26,0,36,0.694,6.3
"TEN",2023,17,28,111,0,0,1,1,0,24,0,4,213,1,0,138,1,24,1,0,21,0,32,0.75,6.7
"TEN",2023,18,23,82,0,0,2,0,0,12,0,3.6,280,2,2,109,0,29,1,1,59,0,43,0.674,6.5
"TEN",2023,2,21,61,0,0,0,0,0,15,0,2.9,305,2,0,113,3,27,4,1,42,6,41,0.659,7.4
"TEN",2023,3,31,78,1,0,1,0,0,10,7,2.5,289,2,0,106,3,27,3,1,43,10,33,0.818,8.8
"TEN",2023,4,18,72,0,0,2,0,0,13,0,4,165,0,0,108,3,20,0,0,17,10,30,0.667,5.5
"TEN",2023,5,34,193,2,0,1,1,1,56,7,5.7,253,0,0,141,1,20,4,0,38,9,26,0.769,9.7
"TEN",2023,6,39,139,0,0,6,0,0,12,5,3.6,223,1,1,123,1,21,4,0,38,9,30,0.7,7.4
"TEN",2023,8,26,140,1,0,3,2,0,25,0,5.4,246,1,0,81,6,20,3,1,52,10,34,0.588,7.2
"TEN",2023,9,30,166,1,0,0,2,0,25,2,5.5,160,1,0,106,0,19,1,0,32,5,30,0.633,5.3
"WAS",2023,1,25,96,0,1,0,1,0,29,5,3.8,132,0,0,63,3,21,1,0,31,8,30,0.7,4.4
"WAS",2023,10,26,120,0,0,1,0,0,13,5,4.6,369,2,0,257,1,31,4,1,64,15,47,0.66,7.9
"WAS",2023,11,19,91,0,0,1,2,0,36,3,4.8,246,3,0,87,9,18,6,1,40,16,26,0.692,9.5
"WAS",2023,12,18,100,1,0,1,1,0,27,1,5.6,331,4,0,80,0,22,6,0,35,9,32,0.688,10.3
"WAS",2023,13,34,123,3,0,0,0,0,15,9,3.6,283,2,0,180,0,19,4,2,78,4,25,0.76,11.3
"WAS",2023,15,37,196,1,1,1,2,0,27,2,5.3,258,2,0,141,3,25,3,1,62,9,33,0.758,7.8
"WAS",2023,16,36,164,2,1,2,1,0,36,0,4.6,217,1,1,196,0,27,0,0,16,0,49,0.551,4.4
"WAS",2023,17,39,184,1,0,1,0,0,17,0,4.7,230,2,0,88,1,22,2,0,38,0,28,0.786,8.2
"WAS",2023,18,29,131,1,0,0,1,0,20,0,4.5,309,4,1,176,0,34,2,0,32,0,40,0.85,7.7
"WAS",2023,2,23,122,1,0,3,0,0,15,5,5.3,308,3,1,110,7,18,4,3,60,14,32,0.562,9.6
"WAS",2023,3,33,168,2,0,3,2,0,34,5,5.1,218,1,1,77,0,20,4,0,35,7,32,0.625,6.8
"WAS",2023,4,27,104,1,1,4,1,0,24,4,3.9,319,2,0,118,3,25,4,1,59,13,37,0.676,8.6
"WAS",2023,5,32,178,0,0,1,1,0,34,14,5.6,282,4,0,157,3,15,6,2,58,15,29,0.517,9.7
"WAS",2023,6,29,106,0,0,2,0,0,13,9,3.7,307,2,3,112,3,28,3,0,32,13,47,0.596,6.5
"WAS",2023,7,32,106,0,1,3,1,0,20,7,3.3,279,2,0,114,4,18,6,1,42,17,29,0.621,9.6
"WAS",2023,8,22,59,1,2,1,0,0,9,9,2.7,319,4,0,137,2,29,4,0,38,12,38,0.763,8.4
"WAS",2023,9,19,107,1,0,2,1,1,64,4,5.6,220,1,1,124,0,24,1,0,20,6,44,0.545,5
